出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"115/05/01","115/3","1795","美時","生技醫療業","4354277","2238173","1591727","94.54604268749556","173.55677198414048","8644409","4729784","82.76540746892458","主要係受惠於併購NAGH後的營收挹注及出口業務成長所致"
"115/05/01","115/3","1802","台玻","玻璃陶瓷","4138404","2437371","3556562","69.7896627144575","16.359675439370942","10243816","9634159","6.32807700184313","-"
"115/05/01","115/3","1805","寶徠","建材營造","103470","109","153","94826.60550458716","67527.45098039215","103694","88670","16.943723920153378","本月營收主要係認列璞園樸園案收入。"
"115/05/01","115/3","1806","冠軍","玻璃陶瓷","254553","121149","305354","110.11564272094694","-16.636756027430458","663911","858093","-22.62948188599604","-"
"115/05/01","115/3","1808","潤隆","建材營造","2201874","1652480","3221","33.246635360185905","68259.95032598572","5392216","30910","17344.89162083468","營收變動主要係本年度完工建案已陸續過戶交屋認列房地出售收入所致。"
"115/05/01","115/3","1809","中釉","玻璃陶瓷","189863","170713","222712","11.217657706208666","-14.749542009411257","592290","575677","2.885819652339767","-"
"115/05/01","115/3","1810","和成","玻璃陶瓷","365439","279541","415141","30.72822949048619","-11.97231783899928","1032471","1123544","-8.105868573015387","-"
"115/05/01","115/3","1817","凱撒衛","玻璃陶瓷","227749","128269","256062","77.55576171951134","-11.057087736563801","611528","616813","-0.8568237050775519","-"
"115/05/01","115/3","1903","士紙","造紙工業","13935","12133","12859","14.852056375175142","8.36768022396765","39189","40080","-2.2230538922155687","-"
"115/05/01","115/3","1904","正隆","造紙工業","4148502","2588594","3759667","60.260821125290406","10.342272334225346","10422205","10284217","1.3417453171203992","-"
"115/05/01","115/3","1905","華紙","造紙工業","1837262","1010573","1761797","81.80398645125092","4.283410631304288","4394312","4829805","-9.016782251043262","-"
"115/05/01","115/3","1906","寶隆","造紙工業","357786","184616","238411","93.80010399965333","50.0710957128656","824072","809068","1.854479475149184","代理銷售工業用紙之噸數增加"
"115/05/01","115/3","1907","永豐餘","造紙工業","7031644","4422516","6686241","58.9964626470543","5.165877209630942","17964361","18068362","-0.5755972788236144","-"
"115/05/01","115/3","1909","榮成","造紙工業","4144858","2457466","4059947","68.66390013127344","2.091431242821643","10759213","10232834","5.144019730995343","-"
"115/05/01","115/3","2002","中鋼","鋼鐵工業","28622383","24520577","29296391","16.72801582116114","-2.3006519813310793","79161889","83170223","-4.819433993822525","-"
"115/05/01","115/3","2006","東和鋼鐵","鋼鐵工業","5359720","3280507","5382681","63.38084326599517","-0.4265718143059193","13612432","14518709","-6.242132134475593","-"
"115/05/01","115/3","2007","燁興","鋼鐵工業","369466","270393","520546","36.640371607253144","-29.02337161365182","1050591","1601878","-34.41504284346249","-"
"115/05/01","115/3","2008","高興昌","鋼鐵工業","129339","100397","184732","28.827554608205425","-29.98560076218522","349981","457916","-23.570916936730754","-"
"115/05/01","115/3","2009","第一銅","鋼鐵工業","271253","267118","262096","1.5480050015349023","3.4937580123313596","799069","616661","29.57994749140938","-"
"115/05/01","115/3","2010","春源","鋼鐵工業","2377195","1937614","2052836","22.6867167557625","15.800531557318752","6428980","5592564","14.95585924452541","-"
"115/05/01","115/3","2012","春雨","鋼鐵工業","592460","506384","673517","16.998167398653987","-12.034885533698482","1781377","2081230","-14.4074898017038","-"
"115/05/01","115/3","2013","中鋼構","鋼鐵工業","1480588","1441381","1713193","2.7200996821797983","-13.577279384167458","4623919","5171702","-10.591928923978992","-"
"115/05/01","115/3","2014","中鴻","鋼鐵工業","1681022","1399718","2233729","20.097191005616846","-24.743690931173834","4514131","5760132","-21.631466084457788","-"
"115/05/01","115/3","2015","豐興","鋼鐵工業","2646353","1388627","2944477","90.57335051097235","-10.124854091235896","6404574","7456433","-14.106731730842348","-"
"115/05/01","115/3","2017","官田鋼","鋼鐵工業","223070","216832","268146","2.8768816410861864","-16.810245164947453","670131","731720","-8.417017438364402","-"
"115/05/01","115/3","2020","美亞","鋼鐵工業","352254","231956","423210","51.862422183517566","-16.766144467285745","1019073","1090617","-6.559956428333686","-"
"115/05/01","115/3","2022","聚亨","鋼鐵工業","1239005","1064207","812477","16.42518795685426","52.497239921868555","3466976","2192001","58.16489134813351","主要係因泰國鋼鐵內需市場回溫及地震影響對有認證之鋼筋需求增加，又受匯率變動影響，致合併營收增長"
"115/05/01","115/3","2023","燁輝","鋼鐵工業","6178135","4381951","6752249","40.99050856570509","-8.502559665675836","16314318","18547430","-12.040007699179887","-"
"115/05/01","115/3","2024","志聯","鋼鐵工業","96273","51883","94047","85.55788986758668","2.366901655555201","233432","253730","-7.99984235210657","-"
"115/05/01","115/3","2025","千興","鋼鐵工業","162182","51210","71370","216.69986330794768","127.24113773294101","378787","192726","96.5417224453369","本月及本年累計營收較去年同期增加，係受鎳價上漲等因素影響，帶動不銹鋼價調漲，客戶需求增加，使接單量亦增加。"
"115/05/01","115/3","2027","大成鋼","鋼鐵工業","11376755","9975843","9092719","14.043043780861426","25.1193949796535","31217166","26095906","19.624764129668463","-"
"115/05/01","115/3","2028","威致","鋼鐵工業","997107","484047","861024","105.99383944121129","15.804785929312075","2350264","2199149","6.871521665880756","-"
"115/05/01","115/3","2029","盛餘","鋼鐵工業","1247752","832620","1343529","49.8585188921717","-7.128763130531607","3111785","3798303","-18.07433477529307","-"
"115/05/01","115/3","2030","彰源","鋼鐵工業","983657","763494","1015781","28.836244947569988","-3.1624927026593332","2637279","2674164","-1.3793095711407377","-"
"115/05/01","115/3","2031","新光鋼","鋼鐵工業","1786298","1208738","1780383","47.78206691607279","0.33223188493711747","4589073","5040841","-8.962155322891558","-"
"115/05/01","115/3","2032","新鋼","鋼鐵工業","305186","191792","293086","59.12342537749228","4.12848106016664","783716","768086","2.0349283804157348","-"
"115/05/01","115/3","2033","佳大","鋼鐵工業","67672","37297","55226","81.44086655763198","22.53648643754753","175518","180054","-2.5192442267319803","-"
"115/05/01","115/3","2034","允強","鋼鐵工業","1113865","759842","1112380","46.59165984507305","0.13349754580269332","2833548","3632787","-22.00071185015802","-"
"115/05/01","115/3","2038","海光","鋼鐵工業","779684","372092","873875","109.54065123679091","-10.778543842082678","1937498","2519694","-23.105821579922008","-"
"115/05/01","115/3","2049","上銀","電機機械","2357195","1872071","2007897","25.913760749458753","17.396211060627113","6379288","5838780","9.25720784136412","-"
"115/05/01","115/3","2059","川湖","電子零組件業","1918166","1756868","1381224","9.180997092553339","38.87436071194824","5449990","3954199","37.82791407311569","-"
"115/05/01","115/3","2062","橋椿","居家生活","674472","384177","560898","75.56282650965571","20.24860134997807","1629689","1523766","6.951395424231805","-"
"115/05/01","115/3","2069","運錩","鋼鐵工業","881050","703110","1009522","25.307562116880717","-12.726022810795603","2302863","2673077","-13.84973197554728","-"
"115/05/01","115/3","2072","世紀風電","綠能環保","1435546","1336414","865941","7.417761262602756","65.77873088351285","3948204","2792095","41.40650658376595","本月營收較去年本月增加，主要係因本月承接工程案件依進度認列收入較高所致"
"115/05/01","115/3","2101","南港","橡膠工業","4305990","504480","800199","753.5501902949571","438.1148939201374","5423988","2068731","162.1891391389214","本公告係屬自結數，如與公告財報有所差異請以財報為準，另115.3月新增子公司-南榮營建收入36億元。"
"115/05/01","115/3","2102","泰豐","橡膠工業","14243","10671","28913","33.47390122762628","-50.738422163040845","41123","75855","-45.78735745830861","客戶因市場環境不佳影響出貨導致"
"115/05/01","115/3","2103","台橡","橡膠工業","3832448","2798906","3679669","36.92664205228757","4.151976713122838","10330865","10376899","-0.44362000632366183","-"
"115/05/01","115/3","2104","國際中橡","橡膠工業","990784","1137024","1126012","-12.861645840369244","-12.009463487067633","3513338","4179910","-15.947041921955257","以上營收不包含停業部門營收:115年3月0仟元暨114年3月0仟元；115年1~3月0仟元暨114年1~3月71仟元。"
"115/05/01","115/3","2105","正新","橡膠工業","9270169","6088776","8644058","52.2501238344127","7.243253110980977","23348078","23074181","1.1870280466292606","無。"
"115/05/01","115/3","2106","建大","橡膠工業","3478936","2352365","3221057","47.89099480735345","8.006036527760918","8689765","8801740","-1.2721916348358393","-"
"115/05/01","115/3","2107","厚生","橡膠工業","127933","98123","123151","30.380237049417566","3.8830378965660044","327504","392604","-16.581593666901","-"
"115/05/01","115/3","2108","南帝","橡膠工業","981324","744947","792482","31.730713728627673","23.82918476381798","2595684","2271211","14.286343276780537","-"
"115/05/01","115/3","2109","華豐","橡膠工業","368540","334942","385058","10.030990440135904","-4.289743363337471","1094397","1201430","-8.908800346254047","-"
"115/05/01","115/3","2114","鑫永銓","橡膠工業","140423","105904","130561","32.594613990028705","7.553557341013013","388362","354654","9.50447478387386","-"
"115/05/01","115/3","2115","六暉-KY","汽車工業","285566","203492","291328","40.33278949541014","-1.9778394112478033","795763","804981","-1.1451201953834935","-"
"115/05/01","115/3","2201","裕隆","汽車工業","5975814","5264242","6396110","13.51708375108895","-6.571119008272215","17048661","17870958","-4.601303410818827","-"
"115/05/01","115/3","2204","中華","汽車工業","3183264","2321718","3056790","37.10812424247906","4.137477549978899","9416045","7949854","18.442992789553116","-"
"115/05/01","115/3","2206","三陽工業","汽車工業","5571938","4087010","5905573","36.33286926139158","-5.649494130374817","15012813","15091668","-0.5225068561009956","-"
"115/05/01","115/3","2207","和泰車","汽車工業","24126307","18783368","23919562","28.445053091650017","0.8643343887317","70620971","72103625","-2.0562821910826257","-"
"115/05/01","115/3","2208","台船","航運業","1328236","1168545","1779490","13.665798065115165","-25.358613984905787","4751463","3909986","21.52122795324587","-"
"115/05/01","115/3","2211","長榮鋼","鋼鐵工業","1333276","995067","1152426","33.988565594075574","15.692981588405676","3331378","3882271","-14.189967676135952","-"
"115/05/01","115/3","2227","裕日車","汽車工業","1188777","683376","1468046","73.95650417925124","-19.02317774783624","3159180","4552305","-30.602628778168423","-"
"115/05/01","115/3","2228","劍麟","汽車工業","445588","355847","454911","25.21898456359053","-2.0494118629797917","1222934","1283108","-4.689706556268062","營業收入係以合併營業收入申報"
"115/05/01","115/3","2231","為升","汽車工業","244066","197596","334081","23.517682544181056","-26.944064463408573","759355","881220","-13.829123260933706","-"
"115/05/01","115/3","2233","宇隆","汽車工業","302918","238156","294389","27.19310032079813","2.8971870552228514","813177","878707","-7.457548420577052","-"
